type_batiment,type_installation_chauffage,type_installation_ecs,hauteur_sous_plafond,etiquette_dpe,etiquette_ges,surface_habitable_logement,nombre_niveau_logement,code_postal_ban,qualite_isolation_enveloppe,cout_total_5_usages_energie_n1,conso_5 usages_ef,conso_5_usages_ep,type_energie_principale_chauffage
appartement,collectif,collectif,2.5,D,D,83.9,1.0,59800.0,insuffisante,750.3,12923.3,13999.7,Gaz naturel
maison,individuel,individuel,2.5,C,A,134.0,2.0,34750.0,insuffisante,934.0,7859.8,18077.6,Électricité
appartement,individuel,individuel,2.5,D,B,19.2,1.0,22000.0,bonne,554.0,2434.0,5598.3,Électricité
immeuble,individuel,individuel,2.6,F,C,82.68599311136624,2.0,72320.0,insuffisante,3775.5,20858.6,47974.8,Électricité
appartement,individuel,individuel,2.5,D,D,73.9,1.0,13610.0,insuffisante,1169.9,14706.4,15121.8,Gaz naturel
maison,individuel,individuel,2.5,E,B,54.0,1.0,48120.0,très bonne,1253.6,7369.5,16949.8,Électricité
maison,individuel,individuel,2.4,C,C,110.0,3.0,80470.0,bonne,922.9,11351.9,12322.2,Gaz naturel
appartement,collectif,individuel,2.5,E,E,57.9,1.0,42110.0,insuffisante,727.6,10203.9,10559.4,Fioul domestique
maison,individuel,individuel,2.5,D,B,76.3,2.0,44140.0,bonne,1304.0,7689.6,17686.0,Électricité
appartement,individuel,individuel,2.5,F,F,43.2,1.0,92700.0,insuffisante,1236.9,15704.3,16082.9,Gaz naturel
maison,individuel,individuel,2.4,E,B,126.2,1.0,16310.0,moyenne,2074.0,17711.9,34066.1,Électricité
maison,individuel,individuel,2.6,F,F,133.0,2.0,79400.0,insuffisante,3525.3,41704.7,45790.8,Fioul domestique
appartement,collectif,collectif,2.6,C,C,16.8,1.0,33400.0,insuffisante,78.1,1525.3,1935.1,Gaz naturel
maison,individuel,individuel,2.5,D,B,93.0,1.0,31770.0,bonne,1651.0,9895.4,22759.5,Électricité
appartement,collectif,individuel,2.5,G,G,53.2,1.0,92330.0,insuffisante,1621.3,19564.8,21944.3,Fioul domestique
maison,individuel,individuel,2.8,D,D,165.6,1.0,6130.0,insuffisante,2131.0,24982.2,27160.9,Fioul domestique
maison,individuel,individuel,2.5,D,D,49.0,1.0,62680.0,moyenne,910.0,11008.1,11794.5,Gaz naturel
appartement,individuel,individuel,2.5,E,B,62.2,1.0,17200.0,insuffisante,1492.0,8818.7,20283.1,Électricité
appartement,collectif,individuel,2.5,C,C,57.4,1.0,77210.0,insuffisante,398.1,6728.6,7105.0,Gaz naturel
appartement,individuel,individuel,2.5,F,C,81.6,1.0,6300.0,insuffisante,2046.0,12401.6,28523.6,Électricité
maison,individuel,individuel,2.5,E,B,134.2,2.0,1340.0,moyenne,2512.0,15360.7,35329.6,Électricité
appartement,mixte (collectif-individuel),individuel,2.4,G,C,54.2,2.0,73350.0,moyenne,2024.0,12036.0,27682.8,Électricité
maison,individuel,individuel,2.5,E,B,95.6,1.0,44750.0,bonne,1804.0,10867.6,24995.4,Électricité
maison,individuel,individuel,2.5,C,A,121.5,3.0,34360.0,moyenne,1187.0,6947.0,6947.0,Électricité
appartement,individuel,individuel,3.2,C,C,162.1,1.0,13001.0,insuffisante,1268.2,16352.4,16951.9,Gaz naturel
maison,individuel,individuel,2.6,D,B,215.0,2.0,13450.0,moyenne,2797.5,26450.3,48740.5,Électricité
maison,individuel,individuel,2.7,E,B,94.5,2.0,59400.0,moyenne,1946.0,11771.6,27074.8,Électricité
appartement,individuel,individuel,2.5,D,A,25.9,3.0,73100.0,très bonne,494.3,2454.7,5645.7,Électricité
appartement,individuel,individuel,2.5,D,B,73.5,3.0,59100.0,bonne,1314.1,7753.8,17833.8,Électricité
maison,individuel,individuel,2.5,C,C,125.0,2.0,40440.0,moyenne,1260.0,16811.3,18178.8,Gaz naturel
maison,individuel,individuel,2.6,E,E,161.0,1.0,17240.0,insuffisante,2148.0,36515.2,40734.8,Fioul domestique
maison,individuel,individuel,2.5,E,B,164.5,1.0,71960.0,moyenne,3732.6,22994.7,52887.8,Électricité
maison,individuel,individuel,2.5,A,A,112.5,1.0,13930.0,très bonne,570.9,3940.4,7785.4,Électricité
maison,individuel,individuel,2.5,D,D,187.0,2.0,91380.0,insuffisante,1868.0,26546.1,28465.1,Gaz naturel
maison,individuel,individuel,2.5,E,B,159.2,1.0,68720.0,insuffisante,1247.5,41547.0,44894.8,Bois – Bûches
appartement,individuel,individuel,2.5,F,B,75.0,2.0,88350.0,insuffisante,646.3,22519.2,25548.3,Bois – Bûches
appartement,individuel,individuel,2.4,E,B,31.5,1.0,38860.0,très bonne,808.9,4526.0,10409.9,Électricité
maison,individuel,individuel,2.5,D,D,133.0,2.0,28120.0,moyenne,3187.0,31255.4,31883.1,GPL
maison,individuel,individuel,2.5,B,A,118.0,1.0,32230.0,très bonne,774.9,6889.8,12482.2,Bois – Bûches
appartement,collectif,collectif,2.5,D,D,27.4,1.0,83400.0,insuffisante,325.8,5783.7,6441.7,Gaz naturel
appartement,individuel,individuel,2.5,D,A,20.6,1.0,31240.0,très bonne,444.6,2101.4,4833.2,Électricité
maison,individuel,individuel,2.5,G,C,183.1,2.0,63440.0,insuffisante,5703.0,35314.2,35314.2,Électricité
maison,individuel,individuel,2.5,G,C,60.0,1.0,93120.0,insuffisante,2688.5,16464.4,37868.2,Électricité
appartement,individuel,individuel,2.5,D,B,55.5,1.0,38380.0,très bonne,924.8,5279.6,12143.2,Électricité
appartement,collectif,collectif,2.5,F,E,70.9,1.0,26130.0,insuffisante,993.9,20110.3,25341.3,Gaz naturel
appartement,collectif,individuel,2.5,E,E,59.0,1.0,38100.0,bonne,916.4,16769.4,19375.3,Gaz naturel
appartement,individuel,individuel,2.5,E,B,82.0,1.0,57500.0,moyenne,788.0,11078.5,25480.5,Électricité
maison,individuel,individuel,2.4,G,C,66.9,1.0,16450.0,insuffisante,1019.5,33931.5,36638.9,Bois – Bûches
maison,individuel,individuel,2.5,B,A,77.1,2.0,34070.0,très bonne,532.0,3084.4,3084.4,Électricité
maison,individuel,individuel,2.5,C,C,71.0,2.0,33470.0,bonne,709.3,8078.7,9043.6,Gaz naturel
maison,individuel,individuel,2.7,D,D,303.0,1.0,89400.0,insuffisante,2745.4,55442.2,56825.8,Gaz naturel
maison,individuel,individuel,2.5,D,B,140.0,2.0,81600.0,bonne,2020.9,18586.6,34506.7,Électricité
appartement,individuel,individuel,5.0,C,C,82.9,2.0,92370.0,moyenne,752.5,11612.1,12776.8,Gaz naturel
appartement,individuel,individuel,2.5,E,B,69.2,1.0,38660.0,moyenne,1500.8,8940.8,20563.7,Électricité
appartement,individuel,individuel,2.5,C,A,99.3,1.0,92160.0,bonne,1080.2,6248.9,14372.6,Électricité
appartement,individuel,individuel,2.5,C,A,48.0,1.0,33410.0,bonne,595.7,3121.1,7178.6,Électricité
appartement,individuel,individuel,3.4,G,C,31.1,1.0,31400.0,insuffisante,1185.4,6935.9,15952.5,Électricité
maison,individuel,individuel,2.6,D,D,106.0,1.0,59600.0,insuffisante,1485.6,22262.2,26217.8,Gaz naturel
maison,individuel,individuel,2.2,F,F,80.0,2.0,73110.0,insuffisante,1997.4,24261.1,27397.8,Fioul domestique
appartement,individuel,individuel,2.5,D,D,131.4,1.0,75005.0,insuffisante,1967.8,27184.7,27943.6,Gaz naturel
appartement,individuel,individuel,2.8,C,A,69.2,1.0,13001.0,insuffisante,728.0,4608.3,10599.1,Électricité
appartement,collectif,individuel,2.5,D,D,57.3,1.0,42100.0,insuffisante,912.4,12264.3,12656.3,Gaz naturel
appartement,individuel,individuel,2.5,E,B,28.3,1.0,83890.0,bonne,743.9,4018.3,9242.0,Électricité
appartement,individuel,individuel,2.5,C,C,42.7,1.0,45000.0,très bonne,532.9,5427.7,6254.3,Gaz naturel
maison,individuel,individuel,2.5,F,F,101.9,1.0,81100.0,insuffisante,2345.2,27914.6,30855.1,Fioul domestique
maison,individuel,individuel,2.4,C,A,181.5,2.0,40530.0,moyenne,1841.0,11098.7,25527.1,Électricité
maison,individuel,individuel,2.5,E,E,102.6,1.0,51130.0,moyenne,3320.0,24169.5,25418.3,GPL
maison,individuel,individuel,2.5,C,A,96.8,2.0,14220.0,très bonne,971.0,5723.4,13163.9,Électricité
appartement,individuel,individuel,2.8,G,F,67.0,1.0,67000.0,insuffisante,1642.1,25634.7,30859.8,Gaz naturel
appartement,collectif,collectif,2.5,C,C,38.5,4.0,21800.0,bonne,186.0,3433.6,4042.2,Gaz naturel
appartement,collectif,collectif,2.5,D,D,82.0,1.0,84400.0,insuffisante,1024.9,17478.0,18776.9,Gaz naturel
appartement,collectif,collectif,2.5,G,G,52.9,1.0,73200.0,insuffisante,1609.0,26207.8,26575.2,Gaz naturel
appartement,individuel,individuel,2.5,D,A,71.4,1.0,27000.0,très bonne,924.0,5799.1,5799.1,Électricité
appartement,individuel,individuel,2.5,D,B,41.7,1.0,63140.0,insuffisante,798.4,4457.0,10251.2,Électricité
appartement,individuel,individuel,2.5,D,B,74.1,1.0,69430.0,bonne,1301.9,7676.4,17655.8,Électricité
maison,individuel,individuel,2.5,F,C,106.6,1.0,77720.0,insuffisante,2890.1,17725.2,40768.0,Électricité
maison,individuel,individuel,2.5,D,D,68.0,2.0,51170.0,moyenne,863.0,10564.9,11719.3,Gaz naturel
appartement,individuel,individuel,2.8,C,A,44.1,1.0,30140.0,insuffisante,576.6,2995.3,6889.1,Électricité
appartement,individuel,individuel,2.5,G,C,54.3,1.0,76280.0,insuffisante,1843.0,11117.0,25569.2,Électricité
appartement,individuel,individuel,2.5,E,B,66.0,4.0,51000.0,très bonne,1251.0,7951.4,18288.1,Électricité
appartement,collectif,individuel,2.5,E,E,51.4,1.0,69200.0,insuffisante,711.5,13534.2,16156.5,Gaz naturel
maison,individuel,individuel,2.6,G,C,89.0,1.0,24520.0,insuffisante,3064.9,25712.4,47176.0,Électricité
appartement,collectif,individuel,2.5,D,D,89.8,1.0,13700.0,insuffisante,929.3,17554.4,20844.5,Gaz naturel
appartement,collectif,collectif,2.5,C,C,96.5,1.0,74600.0,très bonne,495.4,8257.5,9201.3,Gaz naturel
maison,individuel,individuel,2.6,D,B,85.0,2.0,63190.0,très bonne,1390.1,8237.2,18945.5,Électricité
maison,individuel,individuel,2.5,C,A,142.6,2.0,1210.0,moyenne,1185.0,6941.1,15964.4,Électricité
appartement,collectif,individuel,2.5,C,A,76.2,1.0,67400.0,très bonne,864.6,4723.2,10863.4,Électricité
appartement,individuel,individuel,2.9,E,E,102.5,1.0,69001.0,insuffisante,1851.1,25208.8,25721.7,Gaz naturel
appartement,individuel,individuel,2.9,F,C,109.6,4.0,73600.0,insuffisante,2634.9,16129.5,37097.9,Électricité
appartement,individuel,individuel,3.2,E,E,89.6,1.0,57280.0,insuffisante,1598.1,22094.9,23595.4,Gaz naturel
maison,individuel,individuel,2.9,E,E,211.9,3.0,67340.0,insuffisante,3318.2,48184.0,49077.0,Fioul domestique
appartement,individuel,individuel,2.8,E,B,33.9,1.0,13002.0,insuffisante,706.6,3852.2,8860.1,Électricité
maison,individuel,individuel,2.5,E,E,192.5,2.0,44360.0,insuffisante,3338.9,39470.9,43303.9,Fioul domestique
appartement,individuel,individuel,2.8,E,B,192.1,1.0,45000.0,insuffisante,3555.1,21884.1,50333.5,Électricité
appartement,individuel,individuel,2.5,D,B,94.8,1.0,34070.0,insuffisante,1326.0,7829.7,18008.2,Électricité
appartement,individuel,individuel,2.5,E,B,32.0,1.0,83320.0,insuffisante,752.8,4156.3,9559.4,Électricité
appartement,collectif,individuel,3.1,F,E,64.9,1.0,69009.0,insuffisante,1070.4,19260.8,22126.6,Gaz naturel
maison,individuel,individuel,2.5,D,D,83.2,2.0,27520.0,moyenne,1051.0,19593.2,20054.5,Gaz naturel
appartement,individuel,individuel,2.5,D,D,25.0,2.0,57400.0,bonne,553.9,5363.9,5861.9,Gaz naturel
appartement,individuel,individuel,2.3,E,B,43.9,1.0,38114.0,insuffisante,1055.0,6107.6,14047.4,Électricité
maison,individuel,individuel,2.4,C,A,105.7,3.0,92320.0,bonne,1094.4,10756.0,19020.8,Bois – Bûches
maison,individuel,individuel,2.5,G,G,141.8,2.0,89700.0,très bonne,6119.0,74521.4,75620.7,Fioul domestique
appartement,individuel,individuel,2.5,F,B,37.1,1.0,92110.0,insuffisante,948.3,5429.4,12487.7,Électricité
appartement,individuel,individuel,2.5,G,C,18.6,1.0,92300.0,insuffisante,1287.2,7582.8,17440.4,Électricité
appartement,collectif,collectif,2.5,C,C,22.0,1.0,69100.0,très bonne,129.0,2414.1,2900.1,Gaz naturel
maison,individuel,individuel,2.5,E,B,99.0,1.0,38630.0,bonne,1741.4,16516.5,30127.4,Électricité
maison,individuel,individuel,2.7,E,E,100.0,1.0,31590.0,insuffisante,1933.0,21610.8,22221.7,Fioul domestique
appartement,individuel,individuel,2.5,D,B,43.1,1.0,13190.0,bonne,733.9,3823.5,8794.0,Électricité
appartement,individuel,individuel,2.5,D,A,30.2,1.0,6600.0,insuffisante,558.4,2854.5,6565.5,Électricité
appartement,individuel,individuel,2.5,E,B,73.6,3.0,73300.0,moyenne,1740.5,10464.0,24067.2,Électricité
appartement,individuel,individuel,2.5,C,A,38.9,1.0,83250.0,bonne,563.2,2805.2,6451.9,Électricité
maison,individuel,individuel,2.5,G,C,51.0,2.0,45420.0,insuffisante,1731.0,10454.0,24044.1,Électricité
maison,individuel,individuel,2.5,D,D,132.0,2.0,11000.0,insuffisante,1968.0,27605.0,28906.8,Gaz naturel
maison,individuel,individuel,2.7,F,F,64.0,3.0,59100.0,insuffisante,1682.0,23214.5,24497.0,Gaz naturel
maison,individuel,individuel,2.5,C,C,104.8,2.0,13290.0,moyenne,862.7,15694.0,16889.4,Gaz naturel
maison,individuel,individuel,2.5,E,D,104.0,1.0,44260.0,moyenne,1636.9,23610.7,30370.0,GPL
appartement,individuel,individuel,2.6,D,B,51.7,1.0,25210.0,très bonne,977.7,5615.9,12916.5,Électricité
maison,individuel,individuel,2.2,E,B,50.0,1.0,6500.0,insuffisante,977.9,7820.8,15123.2,Électricité
appartement,collectif,collectif,2.5,C,C,94.6,1.0,13240.0,moyenne,576.8,9525.6,10265.2,Gaz naturel
maison,individuel,individuel,2.8,C,C,208.0,4.0,80000.0,insuffisante,1842.0,27927.6,32151.9,Gaz naturel
appartement,individuel,individuel,2.5,D,D,66.0,2.0,31300.0,bonne,849.0,10171.5,11074.2,Gaz naturel
appartement,collectif,collectif,2.5,D,D,35.1,1.0,34200.0,bonne,338.0,5682.5,6173.3,Gaz naturel
maison,individuel,individuel,2.5,B,A,91.8,2.0,34300.0,bonne,735.1,4040.0,9292.0,Électricité
maison,individuel,individuel,2.9,C,C,260.0,3.0,63000.0,insuffisante,2452.0,35101.4,36521.1,Gaz naturel
maison,individuel,individuel,2.5,E,E,57.0,3.0,80090.0,insuffisante,1267.8,16046.0,16254.5,Gaz naturel
appartement,individuel,individuel,2.5,D,A,50.9,1.0,12240.0,très bonne,687.0,4092.0,4092.0,Électricité
appartement,mixte (collectif-individuel),individuel,2.5,G,F,60.0,1.0,71120.0,insuffisante,1713.0,26313.9,26701.5,Gaz naturel
maison,individuel,individuel,2.8,C,C,258.3,2.0,6800.0,insuffisante,1621.6,33569.3,37117.2,Gaz naturel
appartement,individuel,individuel,2.5,E,B,55.3,1.0,59491.0,insuffisante,1307.3,7710.5,17734.2,Électricité
appartement,individuel,individuel,2.5,E,B,59.0,1.0,75014.0,bonne,1215.2,7125.6,16389.0,Électricité
maison,individuel,individuel,2.6,E,E,109.0,1.0,49480.0,insuffisante,2106.6,24034.1,25322.8,Fioul domestique
appartement,individuel,individuel,2.5,D,B,63.7,2.0,35137.0,très bonne,923.0,5697.2,13103.6,Électricité
appartement,individuel,individuel,2.5,C,A,74.0,5.0,42240.0,très bonne,876.0,11945.3,13004.3,Réseau de Chauffage urbain
appartement,individuel,individuel,2.5,E,B,61.5,2.0,33000.0,moyenne,1340.7,7922.9,18222.7,Électricité
maison,individuel,individuel,2.5,C,C,113.0,3.0,30300.0,moyenne,566.4,12196.2,16456.4,Fioul domestique
maison,individuel,individuel,2.5,F,E,96.0,3.0,14510.0,insuffisante,1659.0,32845.2,33535.4,Gaz naturel
maison,individuel,individuel,2.6,D,D,118.0,2.0,6800.0,insuffisante,1555.0,20663.9,21174.4,Gaz naturel
maison,individuel,individuel,2.5,E,E,74.3,1.0,2000.0,insuffisante,1324.1,17764.0,19086.6,Gaz naturel
appartement,individuel,individuel,2.5,D,A,24.1,1.0,83240.0,très bonne,441.0,2310.1,5313.3,Électricité
appartement,individuel,individuel,2.5,C,A,42.1,1.0,13012.0,moyenne,643.0,2541.8,5846.2,Électricité
maison,individuel,individuel,2.5,F,C,106.1,1.0,71700.0,insuffisante,2920.0,17912.2,41198.0,Électricité
maison,individuel,individuel,2.6,D,B,193.0,2.0,34730.0,insuffisante,2889.7,17722.5,40761.8,Électricité
maison,individuel,individuel,2.5,E,E,70.0,1.0,59000.0,insuffisante,1293.2,17181.1,18360.8,Gaz naturel
appartement,collectif,individuel,2.8,G,F,21.0,1.0,93250.0,insuffisante,826.0,8909.9,8909.9,Électricité
maison,individuel,individuel,2.5,C,C,105.8,1.0,30000.0,moyenne,875.9,12372.7,15604.0,Gaz naturel
appartement,collectif,collectif,2.5,G,G,13.2,1.0,78600.0,insuffisante,956.9,11634.9,12034.2,Gaz naturel
appartement,individuel,individuel,2.5,C,A,70.0,1.0,6130.0,insuffisante,698.3,3797.1,8733.4,Électricité
maison,individuel,individuel,2.6,G,C,102.6,1.0,28240.0,insuffisante,4304.3,26570.2,61111.5,Électricité
appartement,individuel,individuel,2.5,D,B,35.0,1.0,26220.0,très bonne,698.0,3635.9,8362.5,Électricité
appartement,mixte (collectif-individuel),individuel,2.5,B,B,90.2,1.0,2400.0,moyenne,351.0,3723.9,4459.0,Gaz naturel
maison,individuel,individuel,2.5,C,C,100.4,3.0,63100.0,bonne,896.7,11010.6,12057.8,Gaz naturel
maison,individuel,individuel,2.5,E,B,114.0,2.0,22250.0,moyenne,2184.1,16008.0,33276.0,Électricité
appartement,individuel,individuel,2.5,B,A,115.1,1.0,6640.0,insuffisante,752.8,4156.7,9560.5,Électricité
immeuble,individuel,individuel,2.5,E,E,82.68599311136624,2.0,2510.0,insuffisante,7252.2,91807.5,94305.6,Gaz naturel
maison,individuel,individuel,2.5,G,C,60.1,1.0,33460.0,insuffisante,2150.0,13065.4,13065.4,Électricité
appartement,collectif,collectif,2.5,E,E,82.7,8.0,59640.0,insuffisante,1327.0,22317.2,23609.3,Gaz naturel
appartement,individuel,individuel,2.7,F,C,28.2,1.0,75014.0,insuffisante,907.0,5167.0,11884.1,Électricité
appartement,individuel,individuel,2.5,E,B,17.3,1.0,35120.0,bonne,495.2,2461.1,5660.4,Électricité
maison,individuel,individuel,2.5,G,C,51.0,1.0,58230.0,moyenne,1782.5,10730.6,24680.4,Électricité
maison,individuel,individuel,2.5,C,C,89.9,1.0,84250.0,bonne,796.1,9428.4,10420.0,Gaz naturel
appartement,collectif,collectif,2.5,C,C,94.1,1.0,38200.0,insuffisante,746.7,12525.2,13102.7,Gaz naturel
appartement,individuel,individuel,2.5,E,C,54.5,1.0,76140.0,insuffisante,998.0,7808.6,15687.2,Électricité
appartement,collectif,collectif,2.5,C,A,90.0,1.0,83200.0,insuffisante,1105.8,14893.7,15989.0,Réseau de Chauffage urbain
maison,individuel,individuel,2.5,B,A,141.4,2.0,13100.0,bonne,774.7,7182.7,12773.4,Bois – Bûches
maison,individuel,individuel,2.5,D,B,98.0,1.0,83149.0,insuffisante,1556.4,9294.2,21376.7,Électricité
maison,individuel,individuel,2.5,G,C,37.1,2.0,14780.0,insuffisante,1625.9,9735.8,22392.2,Électricité
appartement,collectif,collectif,2.5,D,D,27.6,1.0,75012.0,insuffisante,310.7,5370.2,5829.0,Gaz naturel
appartement,individuel,individuel,2.7,E,B,27.7,1.0,75015.0,moyenne,645.0,3447.3,7928.9,Électricité
maison,individuel,individuel,2.5,E,B,75.0,1.0,24460.0,bonne,1423.0,8445.9,19425.6,Électricité
maison,individuel,individuel,2.4,E,D,200.1,2.0,13600.0,insuffisante,2350.2,39584.8,57625.4,Fioul domestique
appartement,collectif,collectif,2.2,D,D,19.9,4.0,25000.0,bonne,209.0,3677.6,4110.4,Gaz naturel
appartement,collectif,collectif,2.5,F,F,106.4,1.0,93300.0,insuffisante,2546.7,42101.6,43198.8,Gaz naturel
appartement,individuel,individuel,2.5,D,B,18.2,1.0,54300.0,moyenne,479.5,2349.6,5404.0,Électricité
appartement,individuel,individuel,3.1,F,C,56.1,2.0,93200.0,insuffisante,1533.8,9150.4,21045.9,Électricité
appartement,individuel,individuel,2.6,D,B,78.0,1.0,88100.0,bonne,1202.0,7045.0,16203.5,Électricité
appartement,individuel,individuel,2.5,D,D,65.0,3.0,44000.0,moyenne,785.0,9206.7,10118.0,Gaz naturel
appartement,individuel,individuel,2.5,G,C,16.5,1.0,75017.0,insuffisante,678.6,3667.5,8435.2,Électricité
appartement,collectif,individuel,2.5,C,C,71.2,1.0,91240.0,bonne,450.0,5436.9,6072.7,Gaz naturel
maison,individuel,individuel,2.8,D,C,79.5,2.0,13015.0,insuffisante,728.5,12691.1,19269.6,Gaz naturel
maison,individuel,individuel,2.5,C,C,82.8,1.0,42570.0,très bonne,562.0,5562.9,6188.4,Gaz naturel
appartement,individuel,individuel,2.6,C,A,89.5,1.0,68660.0,insuffisante,900.0,5350.5,12306.1,Électricité
appartement,individuel,individuel,3.1,F,F,67.9,1.0,84000.0,insuffisante,1966.8,26890.4,27287.4,Gaz naturel
appartement,individuel,individuel,2.5,D,B,66.1,1.0,13620.0,insuffisante,996.4,5735.2,13191.1,Électricité
maison,individuel,individuel,2.5,F,F,132.4,3.0,63910.0,insuffisante,2693.2,42959.1,43746.7,Fioul domestique
maison,individuel,individuel,2.5,C,C,182.0,2.0,44480.0,bonne,1332.6,17870.0,19160.0,Gaz naturel
appartement,individuel,individuel,2.5,E,B,69.9,1.0,95220.0,moyenne,1654.0,9914.7,22803.9,Électricité
appartement,individuel,individuel,3.0,F,C,11.2,1.0,69007.0,bonne,507.6,2540.6,5843.4,Électricité
maison,individuel,individuel,2.4,G,C,66.4,1.0,73730.0,insuffisante,969.7,32196.9,34670.3,Bois – Bûches
maison,individuel,individuel,2.9,D,B,105.4,2.0,33160.0,bonne,1430.1,8491.4,19530.3,Électricité
maison,individuel,individuel,2.5,C,A,149.4,1.0,42450.0,insuffisante,1172.0,21028.3,22931.0,Bois – Granulés (pellets) ou briquettes
appartement,individuel,individuel,2.5,D,D,72.0,1.0,1150.0,moyenne,981.0,11804.7,12205.8,Gaz naturel
maison,individuel,individuel,2.5,B,A,111.0,1.0,44521.0,bonne,710.8,6451.2,11495.0,Bois – Granulés (pellets) ou briquettes
appartement,individuel,individuel,2.7,F,F,67.7,1.0,67400.0,insuffisante,1875.2,25930.5,26903.0,Gaz naturel
maison,individuel,individuel,2.4,D,A,120.0,2.0,8190.0,moyenne,1520.0,10952.6,10952.6,Électricité
maison,individuel,individuel,2.5,A,A,70.0,1.0,50490.0,très bonne,393.7,1739.5,4000.7,Électricité
appartement,individuel,individuel,2.5,D,B,17.6,1.0,65170.0,insuffisante,575.0,2322.4,5341.4,Électricité
appartement,collectif,collectif,2.5,C,C,61.8,1.0,91070.0,très bonne,218.0,3895.3,4470.4,Gaz naturel
maison,individuel,individuel,2.5,C,A,60.7,1.0,44350.0,bonne,824.0,4623.4,10633.7,Électricité
maison,individuel,individuel,2.5,E,B,130.0,1.0,62136.0,moyenne,1134.6,38551.5,42587.6,Bois – Bûches
maison,individuel,individuel,2.5,E,E,120.0,1.0,59115.0,insuffisante,2432.8,34226.3,34886.9,Gaz naturel
maison,individuel,individuel,2.5,E,E,114.9,1.0,6250.0,insuffisante,2082.0,23389.9,24182.2,Fioul domestique
